Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
52.77.56,False,True,4551,American Decorative Arts,Joint stool,Joint Stool,"American, possibly",,,,,,,,,,,,,,1725–50,1725,1750,Cherry,22 5/8 x 17 3/4 x 11 3/4 in. (57.5 x 45.1 x 29.8 cm),"Bequest of Mrs. J. Insley Blair, 1951",Possibly made in,,,,United States,New England ,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4551,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
66.108.4,False,True,4552,American Decorative Arts,Joint stool,Joint stool,British,,,,,,,,,,,,,,1650–1700,1650,1700,White oak,22 1/8 x 17 7/8 x 13 1/8 in. (56.2 x 45.4 x 33.3 cm),"Given in memory of George Drew Egbert and Estelle Powers Egbert by their children, 1966",Made in,,,,England,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4552,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1970.289.3,False,True,4553,American Decorative Arts,Joint stool,Joint stool,British,,,,,,,,,,,,,,1650–1700,1650,1700,"White oak, cherry",21 3/8 x 18 7/8 x 14 3/8 in. (54.3 x 47.9 x 36.5 cm),"Gift of Mrs. Paul Moore, 1970",Possibly made in,,,,England,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4553,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
83.2.127,False,False,4554,American Decorative Arts,Jug,Jug,British,,,,,,,,,,,,,,1870–1900,1870,1900,Porcelain,H. 11 3/8 in. (28.9 cm),"Gift of William H. Huntington, 1883",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4554,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
11.87.52,False,True,4556,American Decorative Arts,Jug,Jar with crolled handle and horizontal bands of floral polychrome motifs,Mexican,,,,,,,,,,,,,,early 19th century,1800,1830,Tin and lead glazed earthenware,Diam. 8 1/2 in. (21.6 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4556,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
11.87.65,False,True,4557,American Decorative Arts,Jug,Jug,Mexican,,,,,,,,,,,,,,ca. 1800,1797,1800,Tin-glazed earthenware,H. 7 1/4 in. (18.4 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4557,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
11.161.4,False,True,4558,American Decorative Arts,Jug,Jug,British,,,,,,,,,,,,,,1770–1800,1770,1800,"Earthenware, transfer-printed",H. 7 in. (17.8 cm),"Gift of William F. Havemeyer, 1911",Made in,Liverpool,Merseyside,Merseyside,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4558,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
13.7.19,False,False,4559,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,1800–1900,1800,1900,Earthenware,H. 6 3/4 in. (17.1 cm); Diam. 5 1/8 in. (13 cm),"Rogers Fund, 1913",Made in,,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4559,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
13.120.63,False,True,4560,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,1820–40,1820,1840,Blown molded glass,H. 6 in. (15.2 cm),"Gift of Frederick W. Hunter, 1913",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4560,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
16.157.4,False,False,4561,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,1800–1900,1800,1900,Parian porcelain,H. 8 1/4 in. (21 cm); Diam. 7 1/4 in. (18.4 cm),"Rogers Fund, 1916",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4561,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
17.108.6,False,True,4562,American Decorative Arts,Jug,Jug,Mexican,,,,,,,,,,,,,,ca. 1800,1797,1800,Tin-glazed earthenware,H. 8 1/4 in. (21 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4562,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
18.95.18,False,True,4563,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,ca. 1800–1830,1800,1830,Earthenware,H. 8 3/4 in. (22.2 cm); Diam. 6 3/4 in. (17.1 cm),"Rogers Fund, 1918",Made in,,,,United States,New England ,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4563,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
19.108,False,True,4564,American Decorative Arts,Jug,Jug,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, transfer-printed",H. 10 1/8 in. (25.7 cm),"Gift of Miss Lydia Seymour, 1919",Made in,Liverpool,Merseyside,Merseyside,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4564,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
22.26.4,False,True,4565,American Decorative Arts,Jug,Face Jug,American,,,,,Maker,,John Lewis Miles Pottery,1868–75,,John Lewis Miles Pottery,,1868      ,1875      ,ca. 1860–70,1860,1870,Alkaline-glazed stoneware,7 x 5 x 5 1/2 in. (17.8 x 12.7 x 14 cm),"Rogers Fund, 1922",Made in,Edgefield District,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4565,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
34.100.148,False,True,4566,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,ca. 1800–1840,1800,1840,Earthenware,H. 8 3/4 in. (22.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Probably made in,,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4566,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
37.107.2,False,True,4567,American Decorative Arts,Jug,Jug,British,,,,,Maker,,Lambeth Factories,,,"Lambeth, Factories",,,9999      ,ca. 1647,1644,1647,Tin-enameled earthenware,H. 10 1/8 in. (25.7 cm),"Gift of Mrs. Paul Moore, 1937",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4567,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
38.165.22,False,True,4568,American Decorative Arts,Jug,Jug,British,,,,,,,,,,,,,,ca. 1760,1757,1760,Earthenware,H. 6 1/8 in. (15.6 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4568,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
42.197.13,False,True,4570,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,1790–1830,1790,1790,Stoneware,H. 9 in. (22.9 cm),"Gift of Mrs. J. Insley Blair, 1942",Possibly made in,,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4570,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
44.110.1,False,True,4571,American Decorative Arts,Jug,Jug,British (American market),,,,,,,,,,,,,,ca. 1765,1762,1765,Stoneware,H.  6 5/8 in. (16.8 cm),"Gift of Mrs. Russell S. Carter, 1944",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4571,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
47.90.122,False,True,4572,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 5/8 x 2 1/4 x 2 1/16 in. (9.2 x 5.7 x 5.2 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4572,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.87,False,True,4573,American Decorative Arts,Jug,Jug,British,,,,,,,,,,,,,,ca. 1835,1832,1835,"Earthenware, lusterware",5 1/16 x 7 1/8 in. (12.9 x 18.1 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4573,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1980.151,False,True,4574,American Decorative Arts,Jug,Jug,German,,,,,,,,,,,,,,1680–1700,1680,1700,Stoneware,H. 7 1/2 in. (19.1 cm); Diam. 6 1/2 in. (16.5 cm),"Sansbury-Mills Fund, 1980",Made in,,,,Germany,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4574,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
18.95.14,False,True,4575,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,,Peleg Armstrong and Erastus Wentworth,active 1814–28,,Armstrong and Wentworth ,,1814      ,1814      ,1814–28,1814,1828,Stoneware,H. 11 1/2 in. (29.2 cm),"Rogers Fund, 1918",Made in,Norwich,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4575,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
34.100.167,False,True,4576,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,,John Bell Pottery,1848–80,,"Bell, Pottery John",,1848      ,1880      ,1848–80,1848,1880,Stoneware,13 1/4 in. (33.7 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,Waynesboro,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4576,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.125.666 R(2),False,True,4577,American Decorative Arts,Jug,Jug,American,,,,,Maker,,George Benton and Levi Stewart,active 1815–22,,George Benton and Levi Stewart,,1815      ,1815      ,1815–22,1815,1822,Stoneware,H. 17 1/2 in. (44.5 cm),"Gift of Mrs. Russell Sage, 1909",Made in,Hartford,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4577,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1983.263,False,True,4578,American Decorative Arts,Jug,Jug,American,,,,,Maker,,Boston Silver Glass Company,1857–1871,,Boston Silver Glass Company ,,1857      ,1871      ,ca. 1865,1862,1865,"Free-blown silvered and colorless glass, pewter",H. 7 in. (17.8 cm),"Friends of the American Wing Fund, 1983",Made in,Cambridge,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4578,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
34.149,False,True,4579,American Decorative Arts,Jug,Jug,American,,,,,Maker,,John Crolius,1733–1812,,"Crolius, John",,1733      ,1812      ,1775,1775,1775,Stoneware,H. 10 in. (25.4 cm),"Rogers Fund, 1934",Made in,New York,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4579,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.125.666 R(1),False,True,4580,American Decorative Arts,Jug,Jug,American,,,,,Maker,,Jonathan Fenton,1766–1835,,"Fenton, Jonathan",,1766      ,1766      ,1810–35,1810,1840,Stoneware,H. 18 in. (45.7 cm),"Gift of Mrs. Russell Sage, 1909",Made in,Dorset,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4580,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.244,False,True,4581,American Decorative Arts,Jug,Jug,American,,,,,Maker,,John W. Forbes,1781–1864,,"Forbes, John W.",American,1781      ,1864      ,ca. 1810,1807,1810,"Silver, ceramic","Overall: 9 1/2 x 7 11/16 x 7 1/16 in. (24.1 x 19.5 x 17.9 cm); 42 oz. 18 dwt. (1334 g)
Base: Diam. 4 1/2 in. (11.4 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4581,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.304,False,True,4582,American Decorative Arts,Cream pot,Creamer,American,,,,,Maker,,Newell Harding,1796–1862,,"Harding, Newell",,1796      ,1862      ,ca. 1830,1827,1830,Silver,"Overall: 7 x 5 7/16 in. (17.8 x 13.8 cm); 10 oz. 8 dwt. (323 g)
Foot: Diam. 3 1/4 in. (8.3 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4582,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
14.102.428,False,True,4583,American Decorative Arts,Jug,Jug,British,,,,,Maker,,T. Johnson,,,"Johnson, T.",,,9999      ,1770–1800,1770,1800,"Earthenware, transfer-printed",H. 8 3/8 in. (21.3 cm),"Bequest of Mary Mandeville Johnston, from the collection of Mr. and Mrs. Edward W. S. Johnston, 1914",Made in,Liverpool,Merseyside,Merseyside,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4583,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1984.132,False,True,4584,American Decorative Arts,Jug,Jug,American,,,,,Designer|Manufacturer,Possibly designed by|Manufactured by,C. A. Lawrence|Beverly Pottery,,,"Lawrence, C. A.|Beverly Pottery ",,,9999      ,1875–80,1875,1880,Earthenware,H. 4 7/8 in. (12.4 cm); Diam. 1 7/8 in. (4.8 cm),"Friends of the American Wing Fund, 1984",Made in,Beverly,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4584,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
18.95.19,False,True,4585,American Decorative Arts,Jug,Jug,American,,,,,,,,,,,,,,ca. 1800–1830,1800,1830,Earthenware,H. 7 3/4 in. (19.7 cm); Diam. 6 5/8 in. (16.8 cm),"Rogers Fund, 1918",Probably made in,,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4585,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
98.1.8,False,False,4586,American Decorative Arts,Pitcher,Pitcher,British (American market),,,,,Maker,,Ralph Stevenson,"British, active Cobridge, ca. 1810–32",", at his Cobridge Pottery","Stevenson, Ralph",British,1805      ,1832      ,ca. 1820–ca. 1832,1817,1835,"Earthenware, transfer-printed",H. 9 in. (22.9 cm),"Gift of Mrs. Isaac Gibson Jaffray, in memory of her husband, 1898",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4586,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
14.118.2,False,True,4587,American Decorative Arts,Jug,Jug,American,,,,,Maker,,Tucker and Hemphill,1831–37,,Tucker and Hemphill ,,1831      ,1837      ,ca. 1832,1829,1832,Porcelain,7 5/8 x 8 1/8 in. (19.4 x 20.6 cm),"Rogers Fund, 1914",Made in,Philadelphia,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4587,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
14.11.26,False,True,4588,American Decorative Arts,Jug,Jug,American,,,,,Maker,,United States Pottery Company,1852–58,,United States Pottery Company ,,1852      ,1852      ,1852–58,1852,1858,Parian porcelain,5 3/8 x 4 1/4 x 3 3/8 in. (13.7 x 10.8 x 8.6 cm),"Rogers Fund, 1914",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4588,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
98.1.89,False,False,4589,American Decorative Arts,Cream pitcher,Cream Pitcher,British (American market),,,,,Maker,,Enoch Wood & Sons,"British, active Burslem, 1818–46",,"Wood & Sons, Enoch",British,1818      ,1846      ,ca. 1818–ca. 1846,1815,1849,"Earthenware, transfer-printed",H. 5 1/2 in. (14 cm),"Gift of Mrs. Isaac Gibson Jaffray, in memory of her husband, 1898",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4589,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1974.214.28,False,True,4590,American Decorative Arts,Jug,Jug,American,,,,,Maker,,Rookwood Pottery,"American, Cincinnati, Ohio, 1880–1967",,Rookwood Pottery,American,1880      ,1967      ,1892,1892,1892,"Earthenware, silver",With stopper: 7 1/8 x 6 1/8 in. (18.1 x 15.6 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,Cincinnati,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/4590,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
09.175,False,True,4591,American Decorative Arts,Kast,Kast,American,,,,,,,,,,,,,,1690–1720,1690,1720,"Painted yellow poplar, red oak, white pine",61 1/2 x 60 1/4 x 23 in. (156.2 x 153 x 58.4 cm),"Rogers Fund, 1909",Probably made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4591,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
23.171,False,True,4592,American Decorative Arts,Kast,Kast,American,,,,,,,,,,,,,,1690–1720,1690,1720,"White pine, red oak",59 x 57 3/4 x 21 in. (149.9 x 146.7 x 53.3 cm),"Gift of Miss Sarah Elizabeth Jones, 1923",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4592,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1988.21,False,True,4593,American Decorative Arts,Kast,Kast,American,,,,,,,,,,,,,,1650–1700,1650,1700,"Painted white oak, red oak",70 x 67 x 25 in. (177.8 x 170.2 x 63.5 cm),"Gift of Millia Davenport, 1988",Possibly made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4593,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
34.100.208,False,True,4594,American Decorative Arts,Kentucky rifle,Kentucky Rifle,American,,,,,,,,,,,,,,ca. 1775,1772,1775,"Steel, brass, maple",H. 54 1/2 in. (138.4 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4594,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.125.599z (2),False,False,4595,American Decorative Arts,Kettle,Kettle,,,,,,,,,,,,,,,1700–1900,1700,1900,Iron,14 1/2 x 9 in. (36.8 x 22.9 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4595,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
69.141.1a–d,False,True,4596,American Decorative Arts,Teakettle,Teakettle,American,,,,,Maker|Retailer,,"John C. Moore|Ball, Tompkins and Black",ca. 1802–1874|active 1839–51,,"Moore, John C. manufacturing silver|Ball, Tompkins and Black ",,1799      |1839      ,1874      |1851      ,1850,1850,1850,Silver,"Overall: 17 3/16 x 9 3/4 x 8 9/16 in. (43.7 x 24.8 x 21.7 cm); 75 oz. 12 dwt. (2351.3)
Body: H. 13 1/4 in. (33.7 cm); 50 oz. 15 dwt. (1578.9 g)
Stand: H. 4 1/4 in. (10.8 cm); 20 oz. 14 dwt. (644.3 g)
Lamp: 2 5/16 x 3 1/16 in. (5.9 x 7.8 cm); 4 oz. 2 dwt. (128.1 g)","Gift of Mrs. F. R. Lefferts, 1969",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4596,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1981.22.1a–c,False,True,4598,American Decorative Arts,Teakettle,Teakettle,American,,,,,Maker|Retailer,,"William Forbes|Ball, Tompkins and Black","baptized 1799, active New York, 1826–63|active 1839–51",,"Forbes, William|Ball, Tompkins and Black ",,1826      |1839      ,1863      |1851      ,ca. 1840,1837,1840,Silver and ivory,"Overall: 15 3/4 x 9 5/16 in. (40 x 23.7 cm); 68 oz. 4 dwt. (2120.7 g)
Body: H. 11 5/8 in. (29.5 cm); 42 oz. 4 dwt. (1312.6 g)
Stand: H. 4 1/2 in. (11.4 cm); 21 oz. 10 dwt. (669.3 g)
Lamp: H. 2 3/8 x 2 3/4 in. (6 x 7 cm); 4 oz. 9 dwt. (138.8 g)","Gift of Guerdon Holden Nelson, Cyril Irwin Nelson, Nicholas Macy Nelson and Michael Underhill Nelson, in devoted memory of their grandmother, Elinor Irwin Holden, and their mother, Elise Macy Nelson, 1981",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4598,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
60.13,False,True,4599,American Decorative Arts,Kettle stand,Kettle Stand,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,1810–20,1810,1820,"Mahogany, marble, tulip poplar, white pine",29 1/4 x 22 1/8 x 15 1/2 in. (74.3 x 56.2 x 39.4 cm),"Purchase, Paul Peralta Ramos Gift, 1960",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4599,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
44.117.1a–c,False,True,4600,American Decorative Arts,Teakettle,"Teakettle, Burner, and Stand",American,,,,,Retailer|Maker,,"Ball, Tompkins and Black|Charters, Cann & Dunn",active 1839–51|active 1848–1854,,"Ball, Tompkins and Black |Charters, Cann & Dunn",American,1839      |1848      ,1851      |1854      ,1848–51,1848,1851,Silver and ivory,"Overall: 14 1/2 x 9 5/8 x 8 1/4 in. (36.8 x 24.4 x 21 cm); 50 oz. 5 dwt. (1563.5 g)
Body: H. 10 1/8 in. (25.7 cm); 31 oz. 3 dwt. (968.3 g)
Stand: H. 4 3/4 in. (12.1 cm); 16 oz. 16 dwt. (523.2 g)
Lamp: 1 9/16 x 2 7/16 in. (4 x 6.2 cm); 2 oz. 6 dwt. (72 g)","Gift of Mr. and Mrs. Henry Mali, 1944",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4600,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.100.4,False,False,4601,American Decorative Arts,Key,Key,American,,,,,Maker,,Enos Wilder,,,"Wilder, Enos",,,9999      ,1800–1900,1800,1900,Steel,H. 5 in. (12.7 cm),"Rogers Fund, 1910",Made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4601,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.100.13,False,False,4602,American Decorative Arts,Folding Key,Folding Key,,,,,,Maker,,M. W. and Company,,,M. W. and Company ,,,9999      ,1869–1900,1869,1900,"Brass, steel",H. 5 1/2 in. (14 cm),"Rogers Fund, 1910",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4602,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
34.100.52,False,True,4603,American Decorative Arts,Key cupboard,Key Cupboard,American,,,,,,,,,,,,,,ca. 1800,1797,1800,Pine,15 x 8 1/4 x 5 1/2 in. (38.1 x 21 x 14 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/4603,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
26.61.2,False,False,4604,American Decorative Arts,Buckle,Knee Buckle,British,,,,,,,,,,,,,,1775–1800,1775,1800,Silver and paste,1 3/4 x 1 1/2 in. (4.4 x 3.8 cm),"Gift of Mrs. William L. McKenna, 1926",Made in,,,,England,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/4604,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
26.61.3,False,False,4605,American Decorative Arts,Buckle,Knee Buckle,British,,,,,,,,,,,,,,1775–1800,1775,1800,Silver and paste,1 3/4 x 1 1/2 in. (4.4 x 3.8 cm),"Gift of Mrs. William L. McKenna, 1926",Made in,,,,England,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/4605,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.152,False,True,4606,American Decorative Arts,Buckle,Knee Buckle,American,,,,,,,,,,,,,,1730–75,1730,1775,Silver,1 7/16 x 1 1/8 in. (3.7 x 2.9 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4606,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.153,False,True,4607,American Decorative Arts,Buckle,Knee Buckle,American,,,,,,,,,,,,,,1730–75,1730,1775,Silver,1 7/16 x 1 1/8 in. (3.7 x 2.9 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4607,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.154,False,True,4608,American Decorative Arts,Buckle,Knee Buckle,American,,,,,,,,,,,,,,1730–75,1730,1775,Silver,1 7/16 x 1 1/8 in. (3.7 x 2.9 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4608,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.155,False,True,4609,American Decorative Arts,Buckle,Knee Buckle,American,,,,,,,,,,,,,,1730–75,1730,1775,Silver,1 7/16 x 1 1/8 in. (3.7 x 2.9 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4609,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.156,False,True,4610,American Decorative Arts,Buckle,Knee Buckle,American,,,,,,,,,,,,,,ca. 1800,1797,1800,Silver,1 1/2 x 1 3/8 in. (3.8 x 3.5 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4610,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.157,False,True,4611,American Decorative Arts,Buckle,Knee Buckle,American,,,,,,,,,,,,,,ca. 1800,1797,1800,Silver,1 1/2 x 1 3/8 in. (3.8 x 3.5 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4611,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
33.120.158,False,True,4612,American Decorative Arts,Buckle,Knee Buckle,American,,,,,,,,,,,,,,1730–75,1730,1775,Silver,1 1/8 x 1 3/4 in. (2.9 x 4.4 cm),"Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/4612,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
